,index,month,year,center_name,wholesale,retail,total_arrival,culture,type
2162,62,March,2013,DEHRADUN,708,1170,2071,potato,fresh
2163,63,March,2013,DELHI,656,1142,29801,potato,fresh
2164,64,March,2013,GANGATOK,992,1300,127,potato,fresh
2165,65,March,2013,GUWAHATI,542,808,9280,potato,fresh
2166,66,March,2013,HYDERABAD,1094,1705,8488,potato,fresh
2167,67,March,2013,JAIPUR,631,1023,4000,potato,fresh
2168,68,March,2013,JAMMU,808,1267,1485,potato,fresh
2169,69,March,2013,KOLKATA,531,787,8991,potato,fresh
2170,70,March,2013,LUCKNOW,593,844,2511,potato,fresh
2171,71,March,2013,MUMBAI,954,1696,27348,potato,fresh
2172,72,March,2013,NAGPUR,1000,1600,5630,potato,fresh
2173,73,March,2013,NASIK,0,0,0,potato,fresh
2174,74,March,2013,PATNA,591,843,1205,potato,fresh
2175,75,March,2013,PUNE,1158,1505,13040,potato,fresh
2176,76,March,2013,RAIPUR,768,1467,1440,potato,fresh
2177,77,March,2013,RANCHI,770,1000,4543,potato,fresh
2178,78,March,2013,SHIMLA,1227,1613,734,potato,fresh
2179,79,March,2013,SRINAGAR,1444,1800,860,potato,fresh
2180,80,March,2013,TRIVENDRUM,1879,2526,371,potato,fresh
2181,81,April,2013,AHMEDABAD,991,1386,13173,potato,fresh
2182,82,April,2013,AMRITSAR,675,1189,1560,potato,fresh
2183,83,April,2013,BANGALURU,1400,1952,9072,potato,fresh
2184,84,April,2013,BARAUT,783,1067,92,potato,fresh
2185,85,April,2013,BHOPAL,752,990,2668,potato,fresh
2186,86,April,2013,BHUBANESHWAR,743,951,10850,potato,fresh
2187,87,April,2013,CHANDIGARH,749,1282,1667,potato,fresh
2188,88,April,2013,CHENNAI,1540,2183,5920,potato,fresh
2189,89,April,2013,DEHRADUN,752,1467,2013,potato,fresh
2190,90,April,2013,DELHI,866,1346,30733,potato,fresh
2191,91,April,2013,GANGATOK,1000,1563,121,potato,fresh
2192,92,April,2013,GUWAHATI,634,1288,5830,potato,fresh
2193,93,April,2013,HYDERABAD,1243,1826,7802,potato,fresh
2194,94,April,2013,JAIPUR,758,1223,2743,potato,fresh
2195,95,April,2013,JAMMU,913,1235,1435,potato,fresh
2196,96,April,2013,KOLKATA,743,1075,7567,potato,fresh
2197,97,April,2013,LUCKNOW,703,1013,868,potato,fresh
2198,98,April,2013,MUMBAI,1212,1500,25393,potato,fresh
2199,99,April,2013,NAGPUR,0,0,0,potato,fresh
2200,100,April,2013,NASIK,0,0,0,potato,fresh
2201,101,April,2013,PATNA,724,942,1210,potato,fresh
2202,102,April,2013,PUNE,1265,1695,14654,potato,fresh
2203,103,April,2013,RAIPUR,851,1678,1345,potato,fresh
2204,104,April,2013,RANCHI,763,983,4960,potato,fresh
2205,105,April,2013,SHIMLA,1316,1616,770,potato,fresh
2206,106,April,2013,SRINAGAR,0,0,0,potato,fresh
2207,107,April,2013,TRIVENDRUM,2084,2745,450,potato,fresh
2208,108,May,2013,AHMEDABAD,973,1475,9643,potato,fresh
2209,109,May,2013,AMRITSAR,786,1354,1091,potato,fresh
2210,110,May,2013,BANGALURU,1448,2004,10413,potato,fresh
2211,111,May,2013,BARAUT,0,0,0,potato,fresh
2212,112,May,2013,BHOPAL,0,0,0,potato,fresh
2213,113,May,2013,BHUBANESHWAR,902,1170,12550,potato,fresh
2214,114,May,2013,CHANDIGARH,873,1500,1572,potato,fresh
2215,115,May,2013,CHENNAI,1562,2369,6090,potato,fresh
2216,116,May,2013,DEHRADUN,888,1525,1953,potato,fresh
2217,117,May,2013,DELHI,946,1548,27649,potato,fresh
2218,118,May,2013,GANGATOK,1473,1642,119,potato,fresh
2219,119,May,2013,GUWAHATI,0,0,0,potato,fresh
2220,120,May,2013,HYDERABAD,1340,1976,6040,potato,fresh
2221,121,May,2013,JAIPUR,898,1497,4308,potato,fresh
2222,122,May,2013,JAMMU,1100,1400,36,potato,fresh
2223,123,May,2013,KOLKATA,911,1250,2664,potato,fresh
2224,124,May,2013,LUCKNOW,0,0,0,potato,fresh
2225,125,May,2013,MUMBAI,1243,1500,20506,potato,fresh
2226,126,May,2013,NAGPUR,0,0,0,potato,fresh
2227,127,May,2013,NASIK,0,0,0,potato,fresh
2228,128,May,2013,PATNA,763,1108,864,potato,fresh
2229,129,May,2013,PUNE,1398,1771,15488,potato,fresh
2230,130,May,2013,RAIPUR,950,2000,113,potato,fresh
2231,131,May,2013,RANCHI,825,1000,250,potato,fresh
2232,132,May,2013,SHIMLA,1348,1824,769,potato,fresh
2233,133,May,2013,SRINAGAR,0,0,0,potato,fresh
2234,134,May,2013,TRIVENDRUM,2303,2958,358,potato,fresh
2235,135,June,2013,AHMEDABAD,0,0,0,potato,fresh
2236,136,June,2013,AMRITSAR,0,0,0,potato,fresh
2237,137,June,2013,BANGALURU,1534,2096,14690,potato,fresh
2238,138,June,2013,BARAUT,0,0,0,potato,fresh
2239,139,June,2013,BHOPAL,0,0,0,potato,fresh
2240,140,June,2013,BHUBANESHWAR,900,1200,650,potato,fresh
2241,141,June,2013,CHANDIGARH,1188,1500,32,potato,fresh
2242,142,June,2013,CHENNAI,1717,2400,5410,potato,fresh
2243,143,June,2013,DEHRADUN,1000,1500,87,potato,fresh
2244,144,June,2013,DELHI,1247,1715,24013,potato,fresh
2245,145,June,2013,GANGATOK,0,0,0,potato,fresh
2246,146,June,2013,GUWAHATI,0,0,0,potato,fresh
2247,147,June,2013,HYDERABAD,1465,2560,3376,potato,fresh
2248,148,June,2013,JAIPUR,885,1442,2706,potato,fresh
2249,149,June,2013,JAMMU,1198,1550,279,potato,fresh
2250,150,June,2013,KOLKATA,0,0,0,potato,fresh
2251,151,June,2013,LUCKNOW,0,0,0,potato,fresh
2252,152,June,2013,MUMBAI,1192,1738,27135,potato,fresh
2253,153,June,2013,NAGPUR,0,0,0,potato,fresh
2254,154,June,2013,NASIK,0,0,0,potato,fresh
2255,155,June,2013,PATNA,0,0,0,potato,fresh
2256,156,June,2013,PUNE,1276,1774,14645,potato,fresh
2257,157,June,2013,RAIPUR,0,0,0,potato,fresh
2258,158,June,2013,RANCHI,0,0,0,potato,fresh
2259,159,June,2013,SHIMLA,1590,2333,576,potato,fresh
2260,160,June,2013,SRINAGAR,0,0,0,potato,fresh
2261,161,June,2013,TRIVENDRUM,2410,3120,266,potato,fresh
2262,162,July,2013,AHMEDABAD,0,0,0,potato,fresh
2263,163,July,2013,AMRITSAR,0,0,0,potato,fresh
2264,164,July,2013,BANGALURU,1281,1805,25681,potato,fresh
2265,165,July,2013,BARAUT,0,0,0,potato,fresh
2266,166,July,2013,BHOPAL,0,0,0,potato,fresh
2267,167,July,2013,BHUBANESHWAR,0,0,0,potato,fresh
2268,168,July,2013,CHANDIGARH,0,0,0,potato,fresh
2269,169,July,2013,CHENNAI,1661,2341,6400,potato,fresh
2270,170,July,2013,DEHRADUN,1514,2250,778,potato,fresh
2271,171,July,2013,DELHI,1416,2174,29029,potato,fresh
2272,172,July,2013,GANGATOK,0,0,0,potato,fresh
2273,173,July,2013,GUWAHATI,0,0,0,potato,fresh
2274,174,July,2013,HYDERABAD,1122,1635,4754,potato,fresh
2275,175,July,2013,JAIPUR,0,0,0,potato,fresh
2276,176,July,2013,JAMMU,1165,1544,1439,potato,fresh
2277,177,July,2013,KOLKATA,0,0,0,potato,fresh
2278,178,July,2013,LUCKNOW,900,1150,45,potato,fresh
2279,179,July,2013,MUMBAI,1040,1874,31122,potato,fresh
2280,180,July,2013,NAGPUR,0,0,0,potato,fresh
2281,181,July,2013,NASIK,0,0,0,potato,fresh
2282,182,July,2013,PATNA,0,0,0,potato,fresh
2283,183,July,2013,PUNE,1290,1771,14698,potato,fresh
2284,184,July,2013,RAIPUR,0,0,0,potato,fresh
2285,185,July,2013,RANCHI,0,0,0,potato,fresh
2286,186,July,2013,SHIMLA,2017,2385,4905,potato,fresh
2287,187,July,2013,SRINAGAR,0,0,0,potato,fresh
2288,188,July,2013,TRIVENDRUM,2350,3140,424,potato,fresh
2289,189,August,2013,AHMEDABAD,0,0,0,potato,fresh
2290,190,August,2013,AMRITSAR,0,0,0,potato,fresh
2291,191,August,2013,BANGALURU,930,1533,37716,potato,fresh
2292,192,August,2013,BARAUT,0,0,0,potato,fresh
2293,193,August,2013,BHOPAL,0,0,0,potato,fresh
2294,194,August,2013,BHUBANESHWAR,0,0,0,potato,fresh
2295,195,August,2013,CHANDIGARH,0,0,0,potato,fresh
2296,196,August,2013,CHENNAI,1460,2233,5950,potato,fresh
2297,197,August,2013,DEHRADUN,1582,2460,628,potato,fresh
2298,198,August,2013,DELHI,1334,2683,27648,potato,fresh
2299,199,August,2013,GANGATOK,1800,2500,3,potato,fresh
2300,200,August,2013,GUWAHATI,0,0,0,potato,fresh
2301,201,August,2013,HYDERABAD,1029,1525,11162,potato,fresh
2302,202,August,2013,JAIPUR,0,0,0,potato,fresh
2303,203,August,2013,JAMMU,1219,1738,1206,potato,fresh
2304,204,August,2013,KOLKATA,830,1020,2684,potato,fresh
2305,205,August,2013,LUCKNOW,950,1200,30,potato,fresh
2306,206,August,2013,MUMBAI,1065,1595,16282,potato,fresh
2307,207,August,2013,NAGPUR,0,0,0,potato,fresh
2308,208,August,2013,NASIK,0,0,0,potato,fresh
2309,209,August,2013,PATNA,850,1300,45,potato,fresh
2310,210,August,2013,PUNE,1279,1768,13177,potato,fresh
2311,211,August,2013,RAIPUR,0,0,0,potato,fresh
2312,212,August,2013,RANCHI,0,0,0,potato,fresh
2313,213,August,2013,SHIMLA,2006,2500,632,potato,fresh
2314,214,August,2013,SRINAGAR,0,0,0,potato,fresh
2315,215,August,2013,TRIVENDRUM,2356,3212,387,potato,fresh
2316,216,September,2013,AHMEDABAD,0,0,0,potato,fresh
2317,217,September,2013,AMRITSAR,0,0,0,potato,fresh
2318,218,September,2013,BANGALURU,868,1408,37656,potato,fresh
2319,219,September,2013,BARAUT,0,0,0,potato,fresh
2320,220,September,2013,BHOPAL,0,0,0,potato,fresh
2321,221,September,2013,BHUBANESHWAR,0,0,0,potato,fresh
2322,222,September,2013,CHANDIGARH,0,0,0,potato,fresh
2323,223,September,2013,CHENNAI,1354,1983,6140,potato,fresh
2324,224,September,2013,DEHRADUN,1634,2700,629,potato,fresh
2325,225,September,2013,DELHI,1539,2808,30024,potato,fresh
2326,226,September,2013,GANGATOK,0,0,0,potato,fresh
2327,227,September,2013,GUWAHATI,0,0,0,potato,fresh
2328,228,September,2013,HYDERABAD,1013,1588,11646,potato,fresh
2329,229,September,2013,JAIPUR,0,0,0,potato,fresh
2330,230,September,2013,JAMMU,1280,1672,1022,potato,fresh
2331,231,September,2013,KOLKATA,833,1150,1701,potato,fresh
2332,232,September,2013,LUCKNOW,0,0,0,potato,fresh
2333,233,September,2013,MUMBAI,1063,1673,25251,potato,fresh
2334,234,September,2013,NAGPUR,0,0,0,potato,fresh
2335,235,September,2013,NASIK,0,0,0,potato,fresh
2336,236,September,2013,PATNA,0,0,0,potato,fresh
2337,237,September,2013,PUNE,1232,1724,18630,potato,fresh
2338,238,September,2013,RAIPUR,0,0,0,potato,fresh
2339,239,September,2013,RANCHI,0,0,0,potato,fresh
2340,240,September,2013,SHIMLA,1909,2384,559,potato,fresh
2341,241,September,2013,SRINAGAR,0,0,0,potato,fresh
2342,242,September,2013,TRIVENDRUM,1948,2602,544,potato,fresh
2343,243,October,2013,AHMEDABAD,0,0,0,potato,fresh
2344,244,October,2013,AMRITSAR,0,0,0,potato,fresh
2345,245,October,2013,BANGALURU,1385,2113,23010,potato,fresh
2346,246,October,2013,BARAUT,0,0,0,potato,fresh
2347,247,October,2013,BHOPAL,0,0,0,potato,fresh
2348,248,October,2013,BHUBANESHWAR,0,0,0,potato,fresh
2349,249,October,2013,CHANDIGARH,0,0,0,potato,fresh
2350,250,October,2013,CHENNAI,1672,2388,6150,potato,fresh
2351,251,October,2013,DEHRADUN,1874,4286,616,potato,fresh
2352,252,October,2013,DELHI,1869,3096,33692,potato,fresh
2353,253,October,2013,GANGATOK,0,0,0,potato,fresh
2354,254,October,2013,GUWAHATI,0,0,0,potato,fresh
2355,255,October,2013,HYDERABAD,1168,1780,7764,potato,fresh
2356,256,October,2013,JAIPUR,0,0,0,potato,fresh
2357,257,October,2013,JAMMU,1684,2152,709,potato,fresh
2358,258,October,2013,KOLKATA,0,0,0,potato,fresh
2359,259,October,2013,LUCKNOW,0,0,0,potato,fresh
2360,260,October,2013,MUMBAI,1377,2056,30125,potato,fresh
2361,261,October,2013,NAGPUR,0,0,0,potato,fresh
2362,262,October,2013,NASIK,0,0,0,potato,fresh
2363,263,October,2013,PATNA,0,0,0,potato,fresh
2364,264,October,2013,PUNE,1452,1952,18504,potato,fresh
2365,265,October,2013,RAIPUR,0,0,0,potato,fresh
2366,266,October,2013,RANCHI,1648,2350,321,potato,fresh
2367,267,October,2013,SHIMLA,1836,2320,2804,potato,fresh
2368,268,October,2013,SRINAGAR,0,0,0,potato,fresh
2369,269,October,2013,TRIVENDRUM,2208,3079,571,potato,fresh
2370,270,November,2013,AHMEDABAD,0,0,0,potato,fresh
2371,271,November,2013,AMRITSAR,1059,1936,755,potato,fresh
2372,272,November,2013,BANGALURU,2023,2943,18836,potato,fresh
2373,273,November,2013,BARAUT,0,0,0,potato,fresh
2374,274,November,2013,BHOPAL,0,0,0,potato,fresh
2375,275,November,2013,BHUBANESHWAR,0,0,0,potato,fresh
2376,276,November,2013,CHANDIGARH,1035,2038,922,potato,fresh
2377,277,November,2013,CHENNAI,2550,3608,5380,potato,fresh
2378,278,November,2013,DEHRADUN,1920,3205,1074,potato,fresh
2379,279,November,2013,DELHI,1742,2988,36346,potato,fresh
2380,280,November,2013,GANGATOK,0,0,0,potato,fresh
2381,281,November,2013,GUWAHATI,0,0,0,potato,fresh
2382,282,November,2013,HYDERABAD,1550,2279,7226,potato,fresh
2383,283,November,2013,JAIPUR,1229,2033,361,potato,fresh
2384,284,November,2013,JAMMU,1998,2636,1185,potato,fresh
2385,285,November,2013,KOLKATA,0,0,0,potato,fresh
2386,286,November,2013,LUCKNOW,0,0,0,potato,fresh
2387,287,November,2013,MUMBAI,1815,2821,27680,potato,fresh
2388,288,November,2013,NAGPUR,0,0,0,potato,fresh
2389,289,November,2013,NASIK,0,0,0,potato,fresh
2390,290,November,2013,PATNA,1771,2471,365,potato,fresh
2391,291,November,2013,PUNE,2021,2647,13443,potato,fresh
2392,292,November,2013,RAIPUR,0,0,0,potato,fresh
2393,293,November,2013,RANCHI,1669,2304,1737,potato,fresh
2394,294,November,2013,SHIMLA,2325,3167,519,potato,fresh
2395,295,November,2013,SRINAGAR,0,0,0,potato,fresh
2396,296,November,2013,TRIVENDRUM,3489,4441,420,potato,fresh
2397,297,December,2013,AHMEDABAD,0,0,0,potato,fresh
2398,298,December,2013,AMRITSAR,818,1525,2690,potato,fresh
2399,299,December,2013,BANGALURU,1996,2852,19569,potato,fresh
2400,300,December,2013,BARAUT,962,1320,376,potato,fresh
2401,301,December,2013,BHOPAL,1430,1772,3177,potato,fresh
2402,302,December,2013,BHUBANESHWAR,0,0,0,potato,fresh
2403,303,December,2013,CHANDIGARH,922,1540,2130,potato,fresh
2404,304,December,2013,CHENNAI,2204,3260,6730,potato,fresh
2405,305,December,2013,DEHRADUN,916,1660,1912,potato,fresh
2406,306,December,2013,DELHI,1221,2008,34299,potato,fresh
2407,307,December,2013,GANGATOK,2800,3200,4,potato,fresh
2408,308,December,2013,GUWAHATI,2006,2342,2494,potato,fresh
2409,309,December,2013,HYDERABAD,1336,2060,6912,potato,fresh
2410,310,December,2013,JAIPUR,943,1600,3458,potato,fresh
2411,311,December,2013,JAMMU,1160,1558,2378,potato,fresh
2412,312,December,2013,KOLKATA,1609,2068,2070,potato,fresh
2413,313,December,2013,LUCKNOW,1125,1564,1986,potato,fresh
2414,314,December,2013,MUMBAI,1610,2520,34152,potato,fresh
2415,315,December,2013,NAGPUR,0,0,0,potato,fresh
2416,316,December,2013,NASIK,1618,1928,445,potato,fresh
2417,317,December,2013,PATNA,1487,2100,2250,potato,fresh
2418,318,December,2013,PUNE,1995,2595,15148,potato,fresh
2419,319,December,2013,RAIPUR,1842,2592,1954,potato,fresh
2420,320,December,2013,RANCHI,1592,2216,4330,potato,fresh
2421,321,December,2013,SHIMLA,1492,1984,808,potato,fresh
2422,322,December,2013,SRINAGAR,1740,2220,580,potato,fresh
2423,323,December,2013,TRIVENDRUM,2952,3891,447,potato,fresh
2424,0,January,2014,AHMEDABAD,951,1278,13233,potato,fresh
2425,1,January,2014,AMRITSAR,787,1235,4965,potato,fresh
2426,2,January,2014,BANGALURU,1332,2036,23404,potato,fresh
2427,3,January,2014,BARAUT,804,1138,398,potato,fresh
2428,4,January,2014,BHOPAL,786,1000,3747,potato,fresh
2429,5,January,2014,BHUBANESHWAR,995,1223,2350,potato,fresh
2430,6,January,2014,CHANDIGARH,669,1336,4193,potato,fresh
2431,7,January,2014,CHENNAI,1683,2479,6540,potato,fresh
2432,8,January,2014,DEHRADUN,721,1371,1740,potato,fresh
2433,9,January,2014,DELHI,952,1608,32608,potato,fresh
2434,10,January,2014,GANGATOK,1558,2092,113,potato,fresh
2435,11,January,2014,GUWAHATI,1003,1396,5030,potato,fresh
2436,12,January,2014,HYDERABAD,1084,1716,6410,potato,fresh
2437,13,January,2014,JAIPUR,755,1232,3714,potato,fresh
2438,14,January,2014,JAMMU,942,1338,2910,potato,fresh
2439,15,January,2014,KOLKATA,1051,1414,6532,potato,fresh
2440,16,January,2014,LUCKNOW,751,1044,4678,potato,fresh
2441,17,January,2014,MUMBAI,1285,1864,32199,potato,fresh
2442,18,January,2014,NAGPUR,1100,2014,3400,potato,fresh
2443,19,January,2014,NASIK,1224,1524,3160,potato,fresh
2444,20,January,2014,PATNA,889,1363,4165,potato,fresh
2445,21,January,2014,PUNE,1250,2433,13830,potato,fresh
2446,22,January,2014,RAIPUR,1032,1654,3411,potato,fresh
2447,23,January,2014,RANCHI,1072,1560,5800,potato,fresh
2448,24,January,2014,SHIMLA,1273,1604,854,potato,fresh
2449,25,January,2014,SRINAGAR,1679,2122,888,potato,fresh
2450,26,January,2014,TRIVENDRUM,2500,3458,665,potato,fresh
2451,27,February,2014,AHMEDABAD,728,1046,13828,potato,fresh
2452,28,February,2014,AMRITSAR,719,1113,5645,potato,fresh
2453,29,February,2014,BANGALURU,1097,1679,21368,potato,fresh
2454,30,February,2014,BARAUT,745,1085,287,potato,fresh
2455,31,February,2014,BHOPAL,724,926,3449,potato,fresh
2456,32,February,2014,BHUBANESHWAR,743,1004,8330,potato,fresh
2457,33,February,2014,CHANDIGARH,502,1383,2372,potato,fresh
2458,34,February,2014,CHENNAI,1433,2167,6500,potato,fresh
2459,35,February,2014,DEHRADUN,724,1400,1258,potato,fresh
2460,36,February,2014,DELHI,806,1287,26059,potato,fresh
2461,37,February,2014,GANGATOK,1250,1838,133,potato,fresh
2462,38,February,2014,GUWAHATI,658,1007,7940,potato,fresh
2463,39,February,2014,HYDERABAD,741,1300,8284,potato,fresh
2464,40,February,2014,JAIPUR,715,1156,2049,potato,fresh
2465,41,February,2014,JAMMU,800,1225,2642,potato,fresh
2466,42,February,2014,KOLKATA,716,907,7076,potato,fresh
2467,43,February,2014,LUCKNOW,696,1025,4807,potato,fresh
2468,44,February,2014,MUMBAI,1075,1514,24513,potato,fresh
2469,45,February,2014,NAGPUR,979,1922,4010,potato,fresh
2470,46,February,2014,NASIK,1133,1425,4150,potato,fresh
2471,47,February,2014,PATNA,774,1150,1585,potato,fresh
2472,48,February,2014,PUNE,1164,1552,11274,potato,fresh
2473,49,February,2014,RAIPUR,849,1487,2294,potato,fresh
2474,50,February,2014,RANCHI,813,1217,5393,potato,fresh
2475,51,February,2014,SHIMLA,1393,1700,727,potato,fresh
2476,52,February,2014,SRINAGAR,1550,2000,80,potato,fresh
2477,53,February,2014,TRIVENDRUM,1867,2627,611,potato,fresh
2478,54,March,2014,AHMEDABAD,919,1308,17489,potato,fresh
2479,55,March,2014,AMRITSAR,857,1485,3050,potato,fresh
2480,56,March,2014,BANGALURU,1247,1871,24728,potato,fresh
2481,57,March,2014,BARAUT,796,1129,315,potato,fresh
2482,58,March,2014,BHOPAL,863,1078,3110,potato,fresh
2483,59,March,2014,BHUBANESHWAR,949,1149,9430,potato,fresh
2484,60,March,2014,CHANDIGARH,666,1260,2225,potato,fresh
2485,61,March,2014,CHENNAI,1532,2232,6720,potato,fresh
2486,62,March,2014,DEHRADUN,862,1500,2148,potato,fresh
2487,63,March,2014,DELHI,1017,1468,27947,potato,fresh
2488,64,March,2014,GANGATOK,1056,1380,133,potato,fresh
2489,65,March,2014,GUWAHATI,964,1236,6420,potato,fresh
2490,66,March,2014,HYDERABAD,1187,1757,4262,potato,fresh
2491,67,March,2014,JAIPUR,864,1400,3648,potato,fresh
2492,68,March,2014,JAMMU,1132,1516,2220,potato,fresh
2493,69,March,2014,KOLKATA,918,1210,8426,potato,fresh
2494,70,March,2014,LUCKNOW,899,1354,3681,potato,fresh
2495,71,March,2014,MUMBAI,1220,1579,23211,potato,fresh
2496,72,March,2014,NAGPUR,1085,1653,3590,potato,fresh
2497,73,March,2014,NASIK,1245,1529,4355,potato,fresh
2498,74,March,2014,PATNA,1014,1575,1750,potato,fresh
2499,75,March,2014,PUNE,1352,1900,15642,potato,fresh
2500,76,March,2014,RAIPUR,915,1543,1166,potato,fresh
2501,77,March,2014,RANCHI,956,1300,6041,potato,fresh
2502,78,March,2014,SHIMLA,1484,1848,794,potato,fresh
2503,79,March,2014,SRINAGAR,0,0,0,potato,fresh
2504,80,March,2014,TRIVENDRUM,1943,2736,490,potato,fresh
2505,81,April,2014,AHMEDABAD,1167,1583,10475,potato,fresh
2506,82,April,2014,AMRITSAR,1028,1835,1880,potato,fresh
2507,83,April,2014,BANGALURU,1653,2341,17573,potato,fresh
2508,84,April,2014,BARAUT,0,0,0,potato,fresh
2509,85,April,2014,BHOPAL,0,0,0,potato,fresh
2510,86,April,2014,BHUBANESHWAR,1151,1932,8830,potato,fresh
2511,87,April,2014,CHANDIGARH,952,1615,1675,potato,fresh
2512,88,April,2014,CHENNAI,2009,2818,6530,potato,fresh
2513,89,April,2014,DEHRADUN,1137,1887,1665,potato,fresh
2514,90,April,2014,DELHI,1305,1773,25083,potato,fresh
2515,91,April,2014,GANGATOK,1295,1632,115,potato,fresh
2516,92,April,2014,GUWAHATI,1270,1627,5010,potato,fresh
2517,93,April,2014,HYDERABAD,1206,1756,4042,potato,fresh
2518,94,April,2014,JAIPUR,1023,1579,1946,potato,fresh
2519,95,April,2014,JAMMU,1364,1827,1821,potato,fresh
2520,96,April,2014,KOLKATA,1182,1639,5032,potato,fresh
2521,97,April,2014,LUCKNOW,1179,1730,2324,potato,fresh
2522,98,April,2014,MUMBAI,1495,1882,26525,potato,fresh
2523,99,April,2014,NAGPUR,0,0,0,potato,fresh
2524,100,April,2014,NASIK,1498,1819,3715,potato,fresh
2525,101,April,2014,PATNA,1320,2068,1515,potato,fresh
2526,102,April,2014,PUNE,1518,2068,18229,potato,fresh
2527,103,April,2014,RAIPUR,1173,1785,997,potato,fresh
2528,104,April,2014,RANCHI,1291,1641,4500,potato,fresh
2529,105,April,2014,SHIMLA,1428,2000,733,potato,fresh
2530,106,April,2014,SRINAGAR,0,0,0,potato,fresh
2531,107,April,2014,TRIVENDRUM,2318,4520,2628,potato,fresh
2532,108,May,2014,AHMEDABAD,1334,1846,10582,potato,fresh
2533,109,May,2014,AMRITSAR,1196,2042,1615,potato,fresh
2534,110,May,2014,BANGALURU,1928,2636,21086,potato,fresh
2535,111,May,2014,BARAUT,0,0,0,potato,fresh
2536,112,May,2014,BHOPAL,0,0,0,potato,fresh
2537,113,May,2014,BHUBANESHWAR,1285,1540,8330,potato,fresh
2538,114,May,2014,CHANDIGARH,1179,2043,1575,potato,fresh
2539,115,May,2014,CHENNAI,2088,2848,5580,potato,fresh
2540,116,May,2014,DEHRADUN,1079,2000,2127,potato,fresh
2541,117,May,2014,DELHI,1479,2007,22918,potato,fresh
2542,118,May,2014,GANGATOK,1588,1935,149,potato,fresh
2543,119,May,2014,GUWAHATI,1585,1950,3430,potato,fresh
2544,120,May,2014,HYDERABAD,1242,1900,6682,potato,fresh
2545,121,May,2014,JAIPUR,1124,1793,1321,potato,fresh
2546,122,May,2014,JAMMU,1558,2000,1786,potato,fresh
2547,123,May,2014,KOLKATA,1390,1786,1971,potato,fresh
2548,124,May,2014,LUCKNOW,1400,2004,1985,potato,fresh
2549,125,May,2014,MUMBAI,1595,2141,37216,potato,fresh
2550,126,May,2014,NAGPUR,0,0,0,potato,fresh
2551,127,May,2014,NASIK,1647,1954,3290,potato,fresh
2552,128,May,2014,PATNA,1499,2061,1745,potato,fresh
2553,129,May,2014,PUNE,1686,2150,19755,potato,fresh
2554,130,May,2014,RAIPUR,1360,2000,135,potato,fresh
2555,131,May,2014,RANCHI,1303,1712,5295,potato,fresh
2556,132,May,2014,SHIMLA,1910,2485,656,potato,fresh
2557,133,May,2014,SRINAGAR,0,0,0,potato,fresh
2558,134,May,2014,TRIVENDRUM,2625,3606,409,potato,fresh
2559,135,June,2014,AHMEDABAD,1394,1900,2155,potato,fresh
2560,136,June,2014,AMRITSAR,0,0,0,potato,fresh
2561,137,June,2014,BANGALURU,2156,2884,24064,potato,fresh
2562,138,June,2014,BARAUT,0,0,0,potato,fresh
2563,139,June,2014,BHOPAL,0,0,0,potato,fresh
2564,140,June,2014,BHUBANESHWAR,0,0,0,potato,fresh
2565,141,June,2014,CHANDIGARH,0,0,0,potato,fresh
2566,142,June,2014,CHENNAI,2156,3008,6810,potato,fresh
2567,143,June,2014,DEHRADUN,1274,2250,1448,potato,fresh
2568,144,June,2014,DELHI,1930,2427,19690,potato,fresh
2569,145,June,2014,GANGATOK,0,0,0,potato,fresh
2570,146,June,2014,GUWAHATI,0,0,0,potato,fresh
2571,147,June,2014,HYDERABAD,1325,1920,5760,potato,fresh
2572,148,June,2014,JAIPUR,0,0,0,potato,fresh
2573,149,June,2014,JAMMU,1631,2089,1373,potato,fresh
2574,150,June,2014,KOLKATA,1460,1800,297,potato,fresh
2575,151,June,2014,LUCKNOW,1430,1950,250,potato,fresh
2576,152,June,2014,MUMBAI,1742,2461,21740,potato,fresh
2577,153,June,2014,NAGPUR,0,0,0,potato,fresh
2578,154,June,2014,NASIK,1646,1952,2650,potato,fresh
2579,155,June,2014,PATNA,0,0,0,potato,fresh
2580,156,June,2014,PUNE,1817,2642,18213,potato,fresh
2581,157,June,2014,RAIPUR,0,0,0,potato,fresh
2582,158,June,2014,RANCHI,0,0,0,potato,fresh
2583,159,June,2014,SHIMLA,2004,2476,673,potato,fresh
2584,160,June,2014,SRINAGAR,0,0,0,potato,fresh
2585,161,June,2014,TRIVENDRUM,2714,3738,569,potato,fresh
2586,162,July,2014,AHMEDABAD,0,0,0,potato,fresh
2587,163,July,2014,AMRITSAR,0,0,0,potato,fresh
2588,164,July,2014,BANGALURU,2144,3038,24823,potato,fresh
2589,165,July,2014,BARAUT,0,0,0,potato,fresh
2590,166,July,2014,BHOPAL,1900,2200,120,potato,fresh
2591,167,July,2014,BHUBANESHWAR,0,0,0,potato,fresh
2592,168,July,2014,CHANDIGARH,0,0,0,potato,fresh
2593,169,July,2014,CHENNAI,2346,3223,5200,potato,fresh
2594,170,July,2014,DEHRADUN,1824,2800,2144,potato,fresh
2595,171,July,2014,DELHI,2147,2712,24042,potato,fresh
2596,172,July,2014,GANGATOK,0,0,0,potato,fresh
2597,173,July,2014,GUWAHATI,0,0,0,potato,fresh
2598,174,July,2014,HYDERABAD,1565,2265,6378,potato,fresh
